@relation	AllLipidGatewayCompounds

@attribute	ID	string
@attribute	Mass	numeric
@attribute	NumofC	numeric
@attribute	NumofH	numeric
@attribute	NumofO	numeric
@attribute	NumofN	numeric
@attribute	NumofP	numeric
@attribute	NumofS	numeric
@attribute	H:C	numeric
@attribute	H:O	numeric
@attribute	C:O	numeric
@attribute	C:N	numeric
@attribute	C:S	numeric
@attribute	C:P	numeric
@attribute	Afterdecmass	numeric
@attribute	AMD	numeric
@attribute	RMD	numeric
@attribute	class	{Fatty_Acyls,Glycerolipids,Glycerophospholipids,Polyketides,Prenol_Lipids,Saccharolipids,Sphingolipids,Sterol_Lipids}

@data
LMGP12010922,1487.0818,83,156,17,0,2,0,1.879518072,9.176470588,4.882352941,0,0,41.5,0.0818,0.0818,55,Glycerophospholipids
LMGP10020069,766.587644,45,83,7,0,1,0,1.844444444,11.85714286,6.428571429,0,0,45,0.5876,0.4124,538,Glycerophospholipids
LMGP06010537,890.588434,47,87,13,0,1,0,1.85106383,6.692307692,3.615384615,0,0,47,0.5884,0.4116,462,Glycerophospholipids
LMGP12010865,1472.9722,83,142,17,0,2,0,1.710843373,8.352941176,4.882352941,0,0,41.5,0.9722,0.0278,19,Glycerophospholipids
LMGP02010678,791.546508,45,78,8,1,1,0,1.733333333,9.75,5.625,45,0,45,0.5465,0.4535,573,Glycerophospholipids
LMGP02010775,759.577808,42,82,8,1,1,0,1.952380952,10.25,5.25,42,0,42,0.5778,0.4222,556,Glycerophospholipids
LMGP02011001,783.577808,44,82,8,1,1,0,1.863636364,10.25,5.5,44,0,44,0.5778,0.4222,539,Glycerophospholipids
LMGP01011755,847.609108,49,86,8,1,1,0,1.755102041,10.75,6.125,49,0,49,0.6091,0.3909,461,Glycerophospholipids
LMGP01010793,813.624758,46,88,8,1,1,0,1.913043478,11,5.75,46,0,46,0.6248,0.3752,461,Glycerophospholipids
LMGP04010102,748.525439,40,77,10,0,1,0,1.925,7.7,4,0,0,40,0.5254,0.4746,634,Glycerophospholipids
LMGP04020057,806.640074,45,91,9,0,1,0,2.022222222,10.11111111,5,0,0,45,0.6401,0.3599,446,Glycerophospholipids
LMGP01012060,883.703008,51,98,8,1,1,0,1.921568627,12.25,6.375,51,0,51,0.703,0.297,336,Glycerophospholipids
LMGP10010872,634.457359,34,67,8,0,1,0,1.970588235,8.375,4.25,0,0,34,0.4574,0.4574,721,Glycerophospholipids
LMGP01010720,819.577808,47,82,8,1,1,0,1.744680851,10.25,5.875,47,0,47,0.5778,0.4222,515,Glycerophospholipids
LMGP12011238,1513.0974,85,158,17,0,2,0,1.858823529,9.294117647,5,0,0,42.5,0.0974,0.0974,64,Glycerophospholipids
LMGP10010103,690.519959,38,75,8,0,1,0,1.973684211,9.375,4.75,0,0,38,0.52,0.48,695,Glycerophospholipids
LMGP04010291,754.478489,41,71,10,0,1,0,1.731707317,7.1,4.1,0,0,41,0.4785,0.4785,634,Glycerophospholipids
LMGP12011243,1483.0505,83,152,17,0,2,0,1.831325301,8.941176471,4.882352941,0,0,41.5,0.0505,0.0505,34,Glycerophospholipids
LMGP12010546,1501.0035,85,146,17,0,2,0,1.717647059,8.588235294,5,0,0,42.5,0.0035,0.0035,2,Glycerophospholipids
LMGP02010723,733.468257,41,68,8,1,1,0,1.658536585,8.5,5.125,41,0,41,0.4683,0.4683,638,Glycerophospholipids
LMGP12011034,1517.1287,85,162,17,0,2,0,1.905882353,9.529411765,5,0,0,42.5,0.1287,0.1287,85,Glycerophospholipids
LMGP03010946,875.661538,48,94,10,1,1,0,1.958333333,9.4,4.8,48,0,48,0.6615,0.3385,387,Glycerophospholipids
LMGP02010399,697.468257,38,68,8,1,1,0,1.789473684,8.5,4.75,38,0,38,0.4683,0.4683,671,Glycerophospholipids
LMGP04010888,750.541089,40,79,10,0,1,0,1.975,7.9,4,0,0,40,0.5411,0.4589,611,Glycerophospholipids
LMGP02020034,747.614193,42,86,7,1,1,0,2.047619048,12.28571429,6,42,0,42,0.6142,0.3858,516,Glycerophospholipids
LMGP10010719,778.551259,45,79,8,0,1,0,1.755555556,9.875,5.625,0,0,45,0.5513,0.4487,576,Glycerophospholipids
LMGP12010031,1409.0348,77,150,17,0,2,0,1.948051948,8.823529412,4.529411765,0,0,38.5,0.0348,0.0348,25,Glycerophospholipids
LMGP12010025,1376.9722,75,142,17,0,2,0,1.893333333,8.352941176,4.411764706,0,0,37.5,0.9722,0.0278,20,Glycerophospholipids
LMGP02010118,767.546508,43,78,8,1,1,0,1.813953488,9.75,5.375,43,0,43,0.5465,0.4535,591,Glycerophospholipids
LMGP04010933,750.541089,40,79,10,0,1,0,1.975,7.9,4,0,0,40,0.5411,0.4589,611,Glycerophospholipids
LMGP04010687,814.572389,45,83,10,0,1,0,1.844444444,8.3,4.5,0,0,45,0.5724,0.4276,525,Glycerophospholipids
LMGP10010899,718.457359,41,67,8,0,1,0,1.634146341,8.375,5.125,0,0,41,0.4574,0.4574,637,Glycerophospholipids
LMGP06010022,776.447584,39,69,13,0,1,0,1.769230769,5.307692308,3,0,0,39,0.4476,0.4476,576,Glycerophospholipids
LMGP10030028,604.446794,33,65,7,0,1,0,1.96969697,9.285714286,4.714285714,0,0,33,0.4468,0.4468,739,Glycerophospholipids
LMGP04010030,442.196788,18,35,10,0,1,0,1.944444444,3.5,1.8,0,0,18,0.1968,0.1968,445,Glycerophospholipids
LMGP02011059,829.656058,47,92,8,1,1,0,1.957446809,11.5,5.875,47,0,47,0.6561,0.3439,415,Glycerophospholipids
LMGP10010374,680.441709,38,65,8,0,1,0,1.710526316,8.125,4.75,0,0,38,0.4417,0.4417,649,Glycerophospholipids
LMGP02020026,661.504642,36,72,7,1,1,0,2,10.28571429,5.142857143,36,0,36,0.5046,0.4954,749,Glycerophospholipids
LMGP10010939,664.410409,37,61,8,0,1,0,1.648648649,7.625,4.625,0,0,37,0.4104,0.4104,618,Glycerophospholipids
LMGP04010477,844.619339,47,89,10,0,1,0,1.893617021,8.9,4.7,0,0,47,0.6193,0.3807,451,Glycerophospholipids
LMGP15010192,1524.784083,70,125,33,0,1,0,1.785714286,3.787878788,2.121212121,0,0,70,0.7841,0.2159,142,Glycerophospholipids
LMGP04010499,818.603689,45,87,10,0,1,0,1.933333333,8.7,4.5,0,0,45,0.6037,0.3963,484,Glycerophospholipids
LMGP02020069,745.598543,42,84,7,1,1,0,2,12,6,42,0,42,0.5985,0.4015,538,Glycerophospholipids
LMGP10010209,674.488659,37,71,8,0,1,0,1.918918919,8.875,4.625,0,0,37,0.4887,0.4887,725,Glycerophospholipids
LMGP02011011,807.577808,46,82,8,1,1,0,1.782608696,10.25,5.75,46,0,46,0.5778,0.4222,523,Glycerophospholipids
LMGP12011244,1511.0818,85,156,17,0,2,0,1.835294118,9.176470588,5,0,0,42.5,0.0818,0.0818,54,Glycerophospholipids
LMGP10020018,710.525044,41,75,7,0,1,0,1.829268293,10.71428571,5.857142857,0,0,41,0.525,0.475,669,Glycerophospholipids
LMGP01011254,501.249157,24,40,8,1,1,0,1.666666667,5,3,24,0,24,0.2492,0.2492,497,Glycerophospholipids
LMGP01011673,727.515208,40,74,8,1,1,0,1.85,9.25,5,40,0,40,0.5152,0.4848,666,Glycerophospholipids
LMGP12010314,1459.0505,81,152,17,0,2,0,1.87654321,8.941176471,4.764705882,0,0,40.5,0.0505,0.0505,35,Glycerophospholipids
LMGP03010951,817.583288,44,84,10,1,1,0,1.909090909,8.4,4.4,44,0,44,0.5833,0.4167,510,Glycerophospholipids
LMGP02010439,701.499557,38,72,8,1,1,0,1.894736842,9,4.75,38,0,38,0.4996,0.4996,712,Glycerophospholipids
LMGP02011179,747.577808,41,82,8,1,1,0,2,10.25,5.125,41,0,41,0.5778,0.4222,565,Glycerophospholipids
LMGP04020077,730.514874,40,75,9,0,1,0,1.875,8.333333333,4.444444444,0,0,40,0.5149,0.4851,664,Glycerophospholipids
LMGP03010295,785.520688,42,76,10,1,1,0,1.80952381,7.6,4.2,42,0,42,0.5207,0.4793,610,Glycerophospholipids
LMGP03010659,809.520688,44,76,10,1,1,0,1.727272727,7.6,4.4,44,0,44,0.5207,0.4793,592,Glycerophospholipids
LMGP06010313,818.494534,42,75,13,0,1,0,1.785714286,5.769230769,3.230769231,0,0,42,0.4945,0.4945,604,Glycerophospholipids
LMGP04010326,732.494139,39,73,10,0,1,0,1.871794872,7.3,3.9,0,0,39,0.4941,0.4941,675,Glycerophospholipids
LMGP04020031,756.530524,42,77,9,0,1,0,1.833333333,8.555555556,4.666666667,0,0,42,0.5305,0.4695,621,Glycerophospholipids
LMGP03010702,789.551988,42,80,10,1,1,0,1.904761905,8,4.2,42,0,42,0.552,0.448,567,Glycerophospholipids
LMGP03010769,839.567638,46,82,10,1,1,0,1.782608696,8.2,4.6,46,0,46,0.5676,0.4324,515,Glycerophospholipids
LMGP03020040,825.588373,46,84,9,1,1,0,1.826086957,9.333333333,5.111111111,46,0,46,0.5884,0.4116,499,Glycerophospholipids
LMGP06010132,764.447584,38,69,13,0,1,0,1.815789474,5.307692308,2.923076923,0,0,38,0.4476,0.4476,586,Glycerophospholipids
LMGP01011042,841.656058,48,92,8,1,1,0,1.916666667,11.5,6,48,0,48,0.6561,0.3439,409,Glycerophospholipids
LMGP04010070,650.415889,33,63,10,0,1,0,1.909090909,6.3,3.3,0,0,33,0.4159,0.4159,639,Glycerophospholipids
LMGP02010904,713.499557,39,72,8,1,1,0,1.846153846,9,4.875,39,0,39,0.4996,0.4996,700,Glycerophospholipids
LMGP12010786,1472.9722,83,142,17,0,2,0,1.710843373,8.352941176,4.882352941,0,0,41.5,0.9722,0.0278,19,Glycerophospholipids
LMGP01011389,731.546508,40,78,8,1,1,0,1.95,9.75,5,40,0,40,0.5465,0.4535,620,Glycerophospholipids
LMGP02010137,773.593458,43,84,8,1,1,0,1.953488372,10.5,5.375,43,0,43,0.5935,0.4065,525,Glycerophospholipids
LMGP02010459,699.483907,38,70,8,1,1,0,1.842105263,8.75,4.75,38,0,38,0.4839,0.4839,692,Glycerophospholipids
LMGP10010889,648.473009,35,69,8,0,1,0,1.971428571,8.625,4.375,0,0,35,0.473,0.473,729,Glycerophospholipids
LMGP02010676,797.593458,45,84,8,1,1,0,1.866666667,10.5,5.625,45,0,45,0.5935,0.4065,510,Glycerophospholipids
LMGP01012223,837.624758,48,88,8,1,1,0,1.833333333,11,6,48,0,48,0.6248,0.3752,448,Glycerophospholipids
LMGP06030058,808.546569,42,81,12,0,1,0,1.928571429,6.75,3.5,0,0,42,0.5466,0.4534,561,Glycerophospholipids
LMGP02020035,759.614193,43,86,7,1,1,0,2,12.28571429,6.142857143,43,0,43,0.6142,0.3858,508,Glycerophospholipids
LMGP01050091,341.160342,13,28,7,1,1,0,2.153846154,4,1.857142857,13,0,13,0.1603,0.1603,470,Glycerophospholipids
LMGP10010488,698.488659,39,71,8,0,1,0,1.820512821,8.875,4.875,0,0,39,0.4887,0.4887,700,Glycerophospholipids
LMGP10010048,606.426059,32,63,8,0,1,0,1.96875,7.875,4,0,0,32,0.4261,0.4261,703,Glycerophospholipids
LMGP10050015,354.180743,15,31,7,0,1,0,2.066666667,4.428571429,2.142857143,0,0,15,0.1807,0.1807,510,Glycerophospholipids
LMGP04010005,666.447189,34,67,10,0,1,0,1.970588235,6.7,3.4,0,0,34,0.4472,0.4472,671,Glycerophospholipids
LMGP03010792,795.505038,43,74,10,1,1,0,1.720930233,7.4,4.3,43,0,43,0.505,0.495,622,Glycerophospholipids
LMGP02010701,763.515208,43,74,8,1,1,0,1.720930233,9.25,5.375,43,0,43,0.5152,0.4848,635,Glycerophospholipids
LMGP04010375,756.494139,41,73,10,0,1,0,1.780487805,7.3,4.1,0,0,41,0.4941,0.4941,653,Glycerophospholipids
LMGP04010323,706.478489,37,71,10,0,1,0,1.918918919,7.1,3.7,0,0,37,0.4785,0.4785,677,Glycerophospholipids
LMGP10010782,810.613859,47,87,8,0,1,0,1.85106383,10.875,5.875,0,0,47,0.6139,0.3861,476,Glycerophospholipids
LMGP03020012,775.572723,42,82,9,1,1,0,1.952380952,9.111111111,4.666666667,42,0,42,0.5727,0.4273,551,Glycerophospholipids
LMGP01011775,829.656058,47,92,8,1,1,0,1.957446809,11.5,5.875,47,0,47,0.6561,0.3439,415,Glycerophospholipids
LMGP02010454,647.452607,34,66,8,1,1,0,1.941176471,8.25,4.25,34,0,34,0.4526,0.4526,699,Glycerophospholipids
LMGP10030030,632.478094,35,69,7,0,1,0,1.971428571,9.857142857,5,0,0,35,0.4781,0.4781,756,Glycerophospholipids
LMGP12010590,1491.1131,83,160,17,0,2,0,1.927710843,9.411764706,4.882352941,0,0,41.5,0.1131,0.1131,76,Glycerophospholipids
LMGP04010361,816.588039,45,85,10,0,1,0,1.888888889,8.5,4.5,0,0,45,0.588,0.412,505,Glycerophospholipids
LMGP10010026,592.410409,31,61,8,0,1,0,1.967741935,7.625,3.875,0,0,31,0.4104,0.4104,693,Glycerophospholipids
LMGP20030002,1512.951893,81,142,21,0,2,0,1.75308642,6.761904762,3.857142857,0,0,40.5,0.9519,0.0481,32,Glycerophospholipids
LMGP04010927,716.462839,38,69,10,0,1,0,1.815789474,6.9,3.8,0,0,38,0.4628,0.4628,646,Glycerophospholipids
LMGP10010621,666.426059,37,63,8,0,1,0,1.702702703,7.875,4.625,0,0,37,0.4261,0.4261,639,Glycerophospholipids
LMGP10010249,630.426059,34,63,8,0,1,0,1.852941176,7.875,4.25,0,0,34,0.4261,0.4261,676,Glycerophospholipids
LMGP10010725,688.504309,38,73,8,0,1,0,1.921052632,9.125,4.75,0,0,38,0.5043,0.4957,720,Glycerophospholipids
LMGP04010698,876.681939,49,97,10,0,1,0,1.979591837,9.7,4.9,0,0,49,0.6819,0.3181,363,Glycerophospholipids
LMGP15010072,1188.678433,57,105,23,0,1,0,1.842105263,4.565217391,2.47826087,0,0,57,0.6784,0.3216,271,Glycerophospholipids
LMGP15010093,1172.647133,56,101,23,0,1,0,1.803571429,4.391304348,2.434782609,0,0,56,0.6471,0.3529,301,Glycerophospholipids
LMGP04110004,804.530524,46,77,9,0,1,0,1.673913043,8.555555556,5.111111111,0,0,46,0.5305,0.4695,584,Glycerophospholipids
LMGP12011013,1537.0974,87,158,17,0,2,0,1.816091954,9.294117647,5.117647059,0,0,43.5,0.0974,0.0974,63,Glycerophospholipids
LMGP06020053,878.624819,47,91,12,0,1,0,1.936170213,7.583333333,3.916666667,0,0,47,0.6248,0.3752,427,Glycerophospholipids
LMGP01030084,783.614193,45,86,7,1,1,0,1.911111111,12.28571429,6.428571429,45,0,45,0.6142,0.3858,492,Glycerophospholipids
LMGP01011620,755.546508,42,78,8,1,1,0,1.857142857,9.75,5.25,42,0,42,0.5465,0.4535,600,Glycerophospholipids
LMGP03020039,829.619673,46,88,9,1,1,0,1.913043478,9.777777778,5.111111111,46,0,46,0.6197,0.3803,458,Glycerophospholipids
LMGP02040014,757.541028,45,76,6,1,1,0,1.688888889,12.66666667,7.5,45,0,45,0.541,0.459,606,Glycerophospholipids
LMGP01011262,663.483907,35,70,8,1,1,0,2,8.75,4.375,35,0,35,0.4839,0.4839,729,Glycerophospholipids
LMGP04030047,788.593124,44,85,9,0,1,0,1.931818182,9.444444444,4.888888889,0,0,44,0.5931,0.4069,516,Glycerophospholipids
LMGP01011930,765.530858,43,76,8,1,1,0,1.76744186,9.5,5.375,43,0,43,0.5309,0.4691,613,Glycerophospholipids
LMGP03020026,759.541423,41,78,9,1,1,0,1.902439024,8.666666667,4.555555556,41,0,41,0.5414,0.4586,604,Glycerophospholipids
LMGP15010157,1498.768433,68,123,33,0,1,0,1.808823529,3.727272727,2.060606061,0,0,68,0.7684,0.2316,155,Glycerophospholipids
LMGP12010131,1459.0505,81,152,17,0,2,0,1.87654321,8.941176471,4.764705882,0,0,40.5,0.0505,0.0505,35,Glycerophospholipids
LMGP04050024,536.311423,26,49,9,0,1,0,1.884615385,5.444444444,2.888888889,0,0,26,0.3114,0.3114,581,Glycerophospholipids
LMGP02010951,795.577808,45,82,8,1,1,0,1.822222222,10.25,5.625,45,0,45,0.5778,0.4222,531,Glycerophospholipids
LMGP01010684,729.530858,40,76,8,1,1,0,1.9,9.5,5,40,0,40,0.5309,0.4691,643,Glycerophospholipids
LMGP12010346,1455.0192,81,148,17,0,2,0,1.827160494,8.705882353,4.764705882,0,0,40.5,0.0192,0.0192,13,Glycerophospholipids
LMGP12011006,1513.0974,85,158,17,0,2,0,1.858823529,9.294117647,5,0,0,42.5,0.0974,0.0974,64,Glycerophospholipids
LMGP20010007,665.426787,33,64,10,1,1,0,1.939393939,6.4,3.3,33,0,33,0.4268,0.4268,641,Glycerophospholipids
LMGP06020084,896.577869,49,85,12,0,1,0,1.734693878,7.083333333,4.083333333,0,0,49,0.5779,0.4221,471,Glycerophospholipids
LMGP04010770,824.556739,46,81,10,0,1,0,1.760869565,8.1,4.6,0,0,46,0.5567,0.4433,538,Glycerophospholipids
LMGP01010841,785.593458,44,84,8,1,1,0,1.909090909,10.5,5.5,44,0,44,0.5935,0.4065,517,Glycerophospholipids
LMGP01011617,727.515208,40,74,8,1,1,0,1.85,9.25,5,40,0,40,0.5152,0.4848,666,Glycerophospholipids
LMGP10010220,730.551259,41,79,8,0,1,0,1.926829268,9.875,5.125,0,0,41,0.5513,0.4487,614,Glycerophospholipids
LMGP01011651,783.577808,44,82,8,1,1,0,1.863636364,10.25,5.5,44,0,44,0.5778,0.4222,539,Glycerophospholipids
LMGP01011492,777.530858,44,76,8,1,1,0,1.727272727,9.5,5.5,44,0,44,0.5309,0.4691,603,Glycerophospholipids
LMGP10010050,602.394759,32,59,8,0,1,0,1.84375,7.375,4,0,0,32,0.3948,0.3948,655,Glycerophospholipids
LMGP01010893,783.577808,44,82,8,1,1,0,1.863636364,10.25,5.5,44,0,44,0.5778,0.4222,539,Glycerophospholipids
LMGP12010311,1489.0974,83,158,17,0,2,0,1.903614458,9.294117647,4.882352941,0,0,41.5,0.0974,0.0974,65,Glycerophospholipids
LMGP15040044,1570.628768,63,111,42,0,1,0,1.761904762,2.642857143,1.5,0,0,63,0.6288,0.3712,236,Glycerophospholipids
LMGP06020086,870.562219,47,83,12,0,1,0,1.765957447,6.916666667,3.916666667,0,0,47,0.5622,0.4378,503,Glycerophospholipids
LMGP02030035,661.504642,36,72,7,1,1,0,2,10.28571429,5.142857143,36,0,36,0.5046,0.4954,749,Glycerophospholipids
LMGP03030081,845.650973,47,92,9,1,1,0,1.957446809,10.22222222,5.222222222,47,0,47,0.651,0.349,413,Glycerophospholipids
LMGP04010259,760.525439,41,77,10,0,1,0,1.87804878,7.7,4.1,0,0,41,0.5254,0.4746,624,Glycerophospholipids
LMGP02020014,761.629843,43,88,7,1,1,0,2.046511628,12.57142857,6.142857143,43,0,43,0.6298,0.3702,486,Glycerophospholipids
LMGP02010243,607.421307,31,62,8,1,1,0,2,7.75,3.875,31,0,31,0.4213,0.4213,694,Glycerophospholipids
LMGP03010272,817.583288,44,84,10,1,1,0,1.909090909,8.4,4.4,44,0,44,0.5833,0.4167,510,Glycerophospholipids
LMGP01011150,873.718658,50,100,8,1,1,0,2,12.5,6.25,50,0,50,0.7187,0.2813,322,Glycerophospholipids
LMGP10020080,656.478094,37,69,7,0,1,0,1.864864865,9.857142857,5.285714286,0,0,37,0.4781,0.4781,728,Glycerophospholipids
LMGP06020025,838.593519,44,87,12,0,1,0,1.977272727,7.25,3.666666667,0,0,44,0.5935,0.4065,485,Glycerophospholipids
LMGP01011347,717.530858,39,76,8,1,1,0,1.948717949,9.5,4.875,39,0,39,0.5309,0.4691,654,Glycerophospholipids
LMGP01030033,737.535943,42,76,7,1,1,0,1.80952381,10.85714286,6,42,0,42,0.5359,0.4641,629,Glycerophospholipids
LMGP10010464,710.488659,40,71,8,0,1,0,1.775,8.875,5,0,0,40,0.4887,0.4887,688,Glycerophospholipids
LMGP03010245,831.598938,45,86,10,1,1,0,1.911111111,8.6,4.5,45,0,45,0.5989,0.4011,482,Glycerophospholipids
LMGP12010042,1448.9722,81,142,17,0,2,0,1.75308642,8.352941176,4.764705882,0,0,40.5,0.9722,0.0278,19,Glycerophospholipids
LMGP01012107,833.593458,48,84,8,1,1,0,1.75,10.5,6,48,0,48,0.5935,0.4065,488,Glycerophospholipids
LMGP10010180,684.473009,38,69,8,0,1,0,1.815789474,8.625,4.75,0,0,38,0.473,0.473,691,Glycerophospholipids
LMGP10010870,662.488659,36,71,8,0,1,0,1.972222222,8.875,4.5,0,0,36,0.4887,0.4887,738,Glycerophospholipids
LMGP02010010,717.530858,39,76,8,1,1,0,1.948717949,9.5,4.875,39,0,39,0.5309,0.4691,654,Glycerophospholipids
LMGP06010052,820.510184,42,77,13,0,1,0,1.833333333,5.923076923,3.230769231,0,0,42,0.5102,0.4898,597,Glycerophospholipids
LMGP02010818,801.624758,45,88,8,1,1,0,1.955555556,11,5.625,45,0,45,0.6248,0.3752,468,Glycerophospholipids
LMGP03010362,843.598938,46,86,10,1,1,0,1.869565217,8.6,4.6,46,0,46,0.5989,0.4011,475,Glycerophospholipids
LMGP03010976,759.505038,40,74,10,1,1,0,1.85,7.4,4,40,0,40,0.505,0.495,652,Glycerophospholipids
LMGP04010157,790.572389,43,83,10,0,1,0,1.930232558,8.3,4.3,0,0,43,0.5724,0.4276,541,Glycerophospholipids
LMGP06050028,594.280518,27,47,12,0,1,0,1.740740741,3.916666667,2.25,0,0,27,0.2805,0.2805,472,Glycerophospholipids
LMGP03010511,761.520688,40,76,10,1,1,0,1.9,7.6,4,40,0,40,0.5207,0.4793,629,Glycerophospholipids
LMGP04010629,780.494139,43,73,10,0,1,0,1.697674419,7.3,4.3,0,0,43,0.4941,0.4941,633,Glycerophospholipids
LMGP03010747,867.598938,48,86,10,1,1,0,1.791666667,8.6,4.8,48,0,48,0.5989,0.4011,462,Glycerophospholipids
LMGP01011893,865.656058,50,92,8,1,1,0,1.84,11.5,6.25,50,0,50,0.6561,0.3439,397,Glycerophospholipids
LMGP10010305,730.457359,42,67,8,0,1,0,1.595238095,8.375,5.25,0,0,42,0.4574,0.4574,626,Glycerophospholipids
LMGP01020054,767.582893,44,82,7,1,1,0,1.863636364,11.71428571,6.285714286,44,0,44,0.5829,0.4171,543,Glycerophospholipids
LMGP15010062,1134.631483,53,99,23,0,1,0,1.867924528,4.304347826,2.304347826,0,0,53,0.6315,0.3685,325,Glycerophospholipids
LMGP10010192,632.441709,34,65,8,0,1,0,1.911764706,8.125,4.25,0,0,34,0.4417,0.4417,698,Glycerophospholipids
LMGP01011834,859.609108,50,86,8,1,1,0,1.72,10.75,6.25,50,0,50,0.6091,0.3909,455,Glycerophospholipids
LMGP01010947,829.562158,48,80,8,1,1,0,1.666666667,10,6,48,0,48,0.5622,0.4378,528,Glycerophospholipids
LMGP01012031,897.718658,52,100,8,1,1,0,1.923076923,12.5,6.5,52,0,52,0.7187,0.2813,313,Glycerophospholipids
LMGP01012040,797.593458,45,84,8,1,1,0,1.866666667,10.5,5.625,45,0,45,0.5935,0.4065,510,Glycerophospholipids
LMGP04010677,762.541089,41,79,10,0,1,0,1.926829268,7.9,4.1,0,0,41,0.5411,0.4589,602,Glycerophospholipids
LMGP01080005,739.551593,42,78,7,1,1,0,1.857142857,11.14285714,6,42,0,42,0.5516,0.4484,606,Glycerophospholipids
LMGP03050015,481.244072,21,40,9,1,1,0,1.904761905,4.444444444,2.333333333,21,0,21,0.2441,0.2441,507,Glycerophospholipids
LMGP01011717,795.577808,45,82,8,1,1,0,1.822222222,10.25,5.625,45,0,45,0.5778,0.4222,531,Glycerophospholipids
LMGP03010504,821.520688,45,76,10,1,1,0,1.688888889,7.6,4.5,45,0,45,0.5207,0.4793,583,Glycerophospholipids
LMGP01011933,777.530858,44,76,8,1,1,0,1.727272727,9.5,5.5,44,0,44,0.5309,0.4691,603,Glycerophospholipids
LMGP12010830,1509.0661,85,154,17,0,2,0,1.811764706,9.058823529,5,0,0,42.5,0.0661,0.0661,44,Glycerophospholipids
LMGP04010137,768.494139,42,73,10,0,1,0,1.738095238,7.3,4.2,0,0,42,0.4941,0.4941,643,Glycerophospholipids
LMGP04020071,784.561824,44,81,9,0,1,0,1.840909091,9,4.888888889,0,0,44,0.5618,0.4382,559,Glycerophospholipids
LMGP12010225,1407.0192,77,148,17,0,2,0,1.922077922,8.705882353,4.529411765,0,0,38.5,0.0192,0.0192,14,Glycerophospholipids
LMGP15010247,1808.858433,79,141,43,0,1,0,1.784810127,3.279069767,1.837209302,0,0,79,0.8584,0.1416,78,Glycerophospholipids
LMGP01030049,715.551593,40,78,7,1,1,0,1.95,11.14285714,5.714285714,40,0,40,0.5516,0.4484,627,Glycerophospholipids
LMGP01010802,809.593458,46,84,8,1,1,0,1.826086957,10.5,5.75,46,0,46,0.5935,0.4065,502,Glycerophospholipids
LMGP10020007,618.462444,34,67,7,0,1,0,1.970588235,9.571428571,4.857142857,0,0,34,0.4624,0.4624,748,Glycerophospholipids
LMGP03020030,771.541423,42,78,9,1,1,0,1.857142857,8.666666667,4.666666667,42,0,42,0.5414,0.4586,594,Glycerophospholipids
LMGP04010969,806.603689,44,87,10,0,1,0,1.977272727,8.7,4.4,0,0,44,0.6037,0.3963,491,Glycerophospholipids
LMGP04010771,824.556739,46,81,10,0,1,0,1.760869565,8.1,4.6,0,0,46,0.5567,0.4433,538,Glycerophospholipids
LMGP06010754,966.619734,53,91,13,0,1,0,1.716981132,7,4.076923077,0,0,53,0.6197,0.3803,393,Glycerophospholipids
LMGP01030146,771.614193,44,86,7,1,1,0,1.954545455,12.28571429,6.285714286,44,0,44,0.6142,0.3858,500,Glycerophospholipids
LMGP04010151,762.541089,41,79,10,0,1,0,1.926829268,7.9,4.1,0,0,41,0.5411,0.4589,602,Glycerophospholipids
LMGP12010780,1474.9879,83,144,17,0,2,0,1.734939759,8.470588235,4.882352941,0,0,41.5,0.9879,0.0121,8,Glycerophospholipids
LMGP04010135,774.541089,42,79,10,0,1,0,1.880952381,7.9,4.2,0,0,42,0.5411,0.4589,592,Glycerophospholipids
LMGP10010118,644.441709,35,65,8,0,1,0,1.857142857,8.125,4.375,0,0,35,0.4417,0.4417,685,Glycerophospholipids
LMGP01011953,859.609108,50,86,8,1,1,0,1.72,10.75,6.25,50,0,50,0.6091,0.3909,455,Glycerophospholipids
LMGP10020005,604.446794,33,65,7,0,1,0,1.96969697,9.285714286,4.714285714,0,0,33,0.4468,0.4468,739,Glycerophospholipids
LMGP01030082,787.645493,45,90,7,1,1,0,2,12.85714286,6.428571429,45,0,45,0.6455,0.3545,450,Glycerophospholipids
LMGP04050023,538.327073,26,51,9,0,1,0,1.961538462,5.666666667,2.888888889,0,0,26,0.3271,0.3271,608,Glycerophospholipids
LMGP01050068,397.222942,17,36,7,1,1,0,2.117647059,5.142857143,2.428571429,17,0,17,0.2229,0.2229,561,Glycerophospholipids
LMGP01030041,787.645493,45,90,7,1,1,0,2,12.85714286,6.428571429,45,0,45,0.6455,0.3545,450,Glycerophospholipids
LMGP02011062,823.609108,47,86,8,1,1,0,1.829787234,10.75,5.875,47,0,47,0.6091,0.3909,475,Glycerophospholipids
LMGP10030088,656.478094,37,69,7,0,1,0,1.864864865,9.857142857,5.285714286,0,0,37,0.4781,0.4781,728,Glycerophospholipids
LMGP12010758,1479.0192,83,148,17,0,2,0,1.78313253,8.705882353,4.882352941,0,0,41.5,0.0192,0.0192,13,Glycerophospholipids
LMGP15010272,1796.858433,78,141,43,0,1,0,1.807692308,3.279069767,1.813953488,0,0,78,0.8584,0.1416,79,Glycerophospholipids
LMGP12010283,1465.0974,81,158,17,0,2,0,1.950617284,9.294117647,4.764705882,0,0,40.5,0.0974,0.0974,66,Glycerophospholipids
